date,song,artist,region,rank,views,likes,genre
2024-09-08,belong together,mark ambor,Global,160,1346854275,64553944,Hip-Hop
2024-09-08,chihiro,billie eilish,Global,143,2283773813,94122823,Rock
2024-09-08,u my everything,sexyy red & drake,Global,90,1407195391,53420243,EDM
2024-09-08,femininomenon,chappell roan,Global,86,1001576805,43928552,Hip-Hop
2024-09-08,devil is a lie,tommy richman,Global,136,583696307,24822464,EDM
2024-09-08,love you again,chase matthew,Global,48,14879454716,740104339,EDM
2024-09-08,wrong ones,post malone featuring tim mcgraw,Global,43,3979740925,141907366,Pop
2024-09-08,pretty slowly,benson boone,Global,174,1751929819,68911567,EDM
2024-09-08,young love & saturday nights,chris young,Global,127,1521933920,56821246,Hip-Hop
2024-09-08,nasty,tinashe,Global,181,1680946465,59450922,Pop
2024-09-08,close to you,gracie abrams,Global,172,3034344296,100935355,Rock
2024-09-08,prove it,21 savage & summer walker,Global,163,51178919620,1673465661,EDM
2024-09-08,parking lot,mustard & travis scott,Global,151,2917152704,91938972,Pop
2024-09-08,sorry not sorry,lil yachty & veeze,Global,15,8641956150,273064928,Hip-Hop
2024-09-08,california sober,post malone featuring chris stapleton,Global,9,22942451351,2143328162,Hip-Hop
2024-09-01,a bar song (tipsy),shaboozey,Global,78,1029917939,31385931,Hip-Hop
2024-09-01,taste,sabrina carpenter,Global,192,3092207406,101614631,Rock
2024-09-01,please please please,sabrina carpenter,Global,157,4322094117,191882404,Rock
2024-09-01,espresso,sabrina carpenter,Global,32,9136725997,422048777,Hip-Hop
2024-09-01,i had some help,post malone featuring morgan wallen,Global,182,1566671733,50963930,Rock
2024-09-01,die with a smile,lady gaga & bruno mars,Global,174,4756565633,195877990,Pop
2024-09-01,birds of a feather,billie eilish,Global,132,1881799665,65845181,EDM
2024-09-01,"good luck, babe!",chappell roan,Global,65,4410100605,209378848,Pop
2024-09-01,not like us,kendrick lamar,Global,81,76745982520,2979665654,Hip-Hop
2024-09-01,lose control,teddy swims,Global,176,3936614416,131550739,Pop
2024-09-01,million dollar baby,tommy richman,Global,22,21831710728,755008129,Pop
2024-09-01,too sweet,hozier,Global,49,14904292317,726498827,EDM
2024-09-01,beautiful things,benson boone,Global,61,3532501934,124435225,Hip-Hop
2024-09-01,bed chem,sabrina carpenter,Global,89,89117913000,4236790141,Hip-Hop
2024-09-01,good graces,sabrina carpenter,Global,75,1788865637,83124300,Rock
2024-09-01,ain't no love in oklahoma,luke combs,Global,159,4356153779,178338084,EDM
2024-09-01,cowgirls,morgan wallen featuring ernest,Global,107,4831366695,170623698,Rock
2024-09-01,pink skies,zach bryan,Global,122,3550947673,134428588,Rock
2024-09-01,hot to go!,chappell roan,Global,2,1813514631,145415846,Pop
2024-09-01,miles on it,marshmello & kane brown,Global,40,8814060717,288975212,Pop
2024-09-01,sharpest tool,sabrina carpenter,Global,69,1201005004,40041926,EDM
2024-09-01,juno,sabrina carpenter,Global,97,227850459,10747772,EDM
2024-09-01,lies lies lies,morgan wallen,Global,149,497027551,20799950,Hip-Hop
2024-09-01,austin,dasha,Global,192,2894903267,124663959,Rock
2024-09-01,pour me a drink,post malone featuring blake shelton,Global,26,17625980453,726387106,EDM
2024-09-01,coincidence,sabrina carpenter,Global,112,2593967234,109564132,Hip-Hop
2024-09-01,slim pickins,sabrina carpenter,Global,42,13470501542,512743770,EDM
2024-09-01,saturn,sza,Global,138,919064112,33341424,Pop
2024-09-01,like that,"future, metro boomin & kendrick lamar",Global,84,184451061,6281021,EDM
2024-09-01,kehlani,jordan adetunji,Global,190,19587884620,899391374,Pop
2024-09-01,i am not okay,jelly roll,Global,65,2329034424,110555842,Pop
2024-09-01,dumb & poetic,sabrina carpenter,Global,180,1644203405,54925124,Rock
2024-09-01,pink pony club,chappell roan,Global,183,3195189296,128453339,Hip-Hop
2024-09-01,big dawgs,hanumankind x kalmi,Global,163,2935900011,143940643,Pop
2024-09-01,don't smile,sabrina carpenter,Global,73,2689605438,122931692,Hip-Hop
2024-09-01,guy for that,post malone featuring luke combs,Global,170,4648033738,155893720,Rock
2024-09-01,houdini,eminem,Global,83,4293877316,185067370,Hip-Hop
2024-09-01,who,jimin,Global,131,1886466223,82825152,EDM
2024-09-01,i can do it with a broken heart,taylor swift,Global,26,566861815,18968706,EDM
2024-09-01,wanna be,glorilla & megan thee stallion,Global,46,9262846063,426258420,Pop
2024-09-01,lie to girls,sabrina carpenter,Global,3,27257690727,2484252302,Pop
2024-09-01,si antes te hubiera conocido,karol g,Global,138,4075734303,133006500,Rock
2024-09-01,28,zach bryan,Global,59,553564678,23025008,Hip-Hop
2024-09-01,guess,charli xcx featuring billie eilish,Global,24,5086254337,218792403,Hip-Hop
2024-09-01,slow it down,benson boone,Global,159,1504156585,49057289,Hip-Hop
2024-09-01,stick season,noah kahan,Global,56,4249433009,190199632,EDM
2024-09-01,tgif,glorilla,Global,137,4373856866,191954124,Rock
2024-09-01,the door,teddy swims,Global,107,2045656017,66372132,EDM
2024-09-01,stargazing,myles smith,Global,37,5356776169,211850584,Pop
2024-09-01,wildflower,billie eilish,Global,128,3989470649,123011813,Rock
2024-09-01,high road,koe wetzel & jessie murph,Global,153,2921732018,145233083,Rock
2024-09-01,dirt cheap,cody johnson,Global,72,1350293633,53280239,Pop
2024-09-01,red wine supernova,chappell roan,Global,152,2786094912,103189252,Pop
2024-09-01,360,charli xcx,Global,194,4368269383,148347402,Pop
2024-09-01,losers,post malone featuring jelly roll,Global,76,2648628012,97435941,Rock
2024-09-01,mamushi,megan thee stallion featuring yuki chiba,Global,170,49447057240,2335529425,Hip-Hop
2024-09-01,you look like you love me,ella langley featuring riley green,Global,180,2768940139,99970902,EDM
2024-09-01,whiskey whiskey,moneybagg yo featuring morgan wallen,Global,12,23705058686,1021628704,Hip-Hop
2024-09-01,one of wun,gunna,Global,63,79439220300,3448429161,EDM
2024-09-01,fortnight,taylor swift featuring post malone,Global,20,10743312099,340199340,Rock
2024-09-01,beautiful as you,thomas rhett,Global,118,335576779,16712514,EDM
2024-09-01,apple,charli xcx,Global,14,8698480623,371971859,Hip-Hop
2024-09-01,it's up,"drake, young thug & 21 savage",Global,15,426519845666,20922662574,Pop
2024-09-01,lonely road,mgk & jelly roll,Global,18,4543882969,138593347,Hip-Hop
2024-09-01,gata only,floyymenor x cris mj,Global,164,414846075,14897074,Rock
2024-09-01,drugs you should try it,travis scott,Global,123,1429470766,68156585,Rock
2024-09-01,hang tight honey,lainey wilson,Global,99,3674786826,147533518,Hip-Hop
2024-09-01,nights like this,the kid laroi,Global,71,983030911,34401172,EDM
2024-09-01,help me,real boston richey,Global,20,9239714604,285826244,Rock
2024-09-01,chevrolet,dustin lynch featuring jelly roll,Global,5,20212410617,1872252764,Pop
2024-09-01,band4band,central cee & lil baby,Global,106,463487604,17042509,Rock
2024-09-01,wrong ones,post malone featuring tim mcgraw,Global,131,4127462518,131069816,Rock
2024-09-01,lunch,billie eilish,Global,91,4072624622,136206707,Pop
2024-09-01,la patrulla,peso pluma & neton vega,Global,94,1937483715,95619417,Rock
2024-09-01,"i love you, i'm sorry",gracie abrams,Global,153,2209700009,71737255,Rock
2024-09-01,casual,chappell roan,Global,52,2820733587,136427299,EDM
2024-09-01,the boy is mine,ariana grande,Global,80,2581420962,93231738,Pop
2024-09-01,wind up missin' you,tucker wetmore,Global,173,2934506054,119049004,Rock
2024-09-01,nel,fuerza regida,Global,164,1741136093,53663418,Hip-Hop
2024-09-01,sailor song,gigi perez,Global,40,1013706140,30418625,Pop
2024-09-01,think i'm in love with you,chris stapleton,Global,146,1687014476,71417205,Hip-Hop
2024-09-01,si no quieres no,luis r conriquez x neton vega,Global,61,1870596686,76731426,Hip-Hop
2024-09-01,"love you, miss you, mean it",luke bryan,Global,192,2479257646,81897603,Hip-Hop
2024-09-01,femininomenon,chappell roan,Global,24,6051978315,235031069,EDM
2024-09-01,chihiro,billie eilish,Global,112,290407456,10090230,EDM
2024-09-01,pretty slowly,benson boone,Global,147,3648375833,118852652,Pop
2024-09-01,belong together,mark ambor,Global,96,3254287337,113724997,Rock
2024-09-01,devil is a lie,tommy richman,Global,182,1705469764,81155810,Rock
2024-09-01,california sober,post malone featuring chris stapleton,Global,146,572679196,17963947,Pop
2024-09-01,nasty,tinashe,Global,7,16701097367,1448046169,Hip-Hop
2024-09-01,nosedive,post malone featuring lainey wilson,Global,179,316280425,13667590,Pop
2024-09-01,what don't belong to me,post malone,Global,79,2013893526,85041287,Hip-Hop
2024-09-01,u my everything,sexyy red & drake,Global,8,35410248948,2945356933,Pop
2024-09-01,am i okay?,megan moroney,Global,52,1543774803,53470218,EDM
2024-09-01,my kink is karma,chappell roan,Global,56,4293656254,187937398,EDM
2024-09-01,prove it,21 savage & summer walker,Global,191,4822369049,239435265,Rock
2024-09-01,american nights,zach bryan,Global,147,1604153430,56845038,Rock
2024-09-01,she's somebody's daughter (reimagined),drew baldridge,Global,129,663984692,27179632,Pop
2024-09-01,close to you,gracie abrams,Global,158,3656727241,133591786,Pop
2024-09-01,girls,the kid laroi,Global,166,1111301538,50654517,Rock
2024-08-25,a bar song (tipsy),shaboozey,Global,2,21045641526,1842818573,Pop
2024-08-25,i had some help,post malone featuring morgan wallen,Global,1,46252399864,3283292062,Pop
2024-08-25,die with a smile,lady gaga & bruno mars,Global,131,828244508,38319731,EDM
2024-08-25,not like us,kendrick lamar,Global,187,1209261805,56930452,Pop
2024-08-25,birds of a feather,billie eilish,Global,93,759199268,31304638,Hip-Hop
2024-08-25,"good luck, babe!",chappell roan,Global,43,252391399,7610978,Hip-Hop
2024-08-25,espresso,sabrina carpenter,Global,64,9060248360,451911987,Hip-Hop
2024-08-25,million dollar baby,tommy richman,Global,39,20411039626,928172983,Pop
2024-08-25,please please please,sabrina carpenter,Global,176,2605321739,118502276,EDM
2024-08-25,lose control,teddy swims,Global,185,1840182778,69954980,Pop
2024-08-25,too sweet,hozier,Global,120,197596155,8467562,Rock
2024-08-25,beautiful things,benson boone,Global,48,12779225187,493771305,EDM
2024-08-25,pour me a drink,post malone featuring blake shelton,Global,32,3469574807,129529061,Hip-Hop
2024-08-25,cowgirls,morgan wallen featuring ernest,Global,176,4703001116,194571250,Rock
2024-08-25,ain't no love in oklahoma,luke combs,Global,143,3210274015,97769515,Rock
2024-08-25,pink skies,zach bryan,Global,67,2135799212,91076625,Hip-Hop
2024-08-25,guy for that,post malone featuring luke combs,Global,134,2411024628,79820346,Rock
2024-08-25,lies lies lies,morgan wallen,Global,112,4421625639,186383899,EDM
2024-08-25,hot to go!,chappell roan,Global,60,298239768,10292486,Pop
2024-08-25,miles on it,marshmello & kane brown,Global,97,2011358200,82320139,Pop
2024-08-25,i remember everything,zach bryan featuring kacey musgraves,Global,13,522425216,22935261,EDM
2024-08-25,austin,dasha,Global,10,21036468692,1484578981,EDM
2024-08-25,wrong ones,post malone featuring tim mcgraw,Global,199,3474895474,120614270,Rock
2024-08-25,saturn,sza,Global,92,828529399,34247697,Hip-Hop
2024-08-25,losers,post malone featuring jelly roll,Global,87,2584289479,102972652,Hip-Hop
2024-08-25,like that,"future, metro boomin & kendrick lamar",Global,116,4853046646,232228516,EDM
2024-08-25,pink pony club,chappell roan,Global,150,3851515117,151744664,EDM
2024-08-25,kehlani,jordan adetunji,Global,15,107975648842,5344390864,Pop
2024-08-25,big dawgs,hanumankind x kalmi,Global,159,3319111133,164943326,EDM
2024-08-25,houdini,eminem,Global,119,2067939769,100220478,Rock
2024-08-25,i am not okay,jelly roll,Global,76,4895118396,157319627,Pop
2024-08-25,who,jimin,Global,180,4638482156,186344830,EDM
2024-08-25,guess,charli xcx featuring billie eilish,Global,19,16180739315,695181820,EDM
2024-08-25,california sober,post malone featuring chris stapleton,Global,84,1929188893,58904172,Rock
2024-08-25,28,zach bryan,Global,60,3914798872,132020787,EDM
2024-08-25,i can do it with a broken heart,taylor swift,Global,111,81171805220,3554669761,Hip-Hop
2024-08-25,wanna be,glorilla & megan thee stallion,Global,47,1408774488,56859204,Pop
2024-08-25,si antes te hubiera conocido,karol g,Global,28,15709754913,619182788,Pop
2024-08-25,stick season,noah kahan,Global,80,722360494,28276604,Rock
2024-08-25,what don't belong to me,post malone,Global,90,93767583560,3313819184,Pop
2024-08-25,slow it down,benson boone,Global,95,2290245807,107803082,Pop
2024-08-25,finer things,post malone featuring hank williams jr.,Global,50,14982299992,535160163,Hip-Hop
2024-08-25,red wine supernova,chappell roan,Global,167,4125565269,170940042,Hip-Hop
2024-08-25,tgif,glorilla,Global,11,7326277777,355592121,Pop
2024-08-25,stargazing,myles smith,Global,34,2517875974,93921251,EDM
2024-08-25,it's up,"drake, young thug & 21 savage",Global,82,573977937,24074294,EDM
2024-08-25,we can't be friends (wait for your love),ariana grande,Global,180,1038668803,40866438,Hip-Hop
2024-08-25,the door,teddy swims,Global,138,650633396,31146425,Rock
2024-08-25,360,charli xcx,Global,122,4484627771,216348915,Hip-Hop
2024-08-25,nosedive,post malone featuring lainey wilson,Global,52,375930427,15479823,EDM
2024-08-25,high road,koe wetzel & jessie murph,Global,5,4922175638,479727879,EDM
2024-08-25,mamushi,megan thee stallion featuring yuki chiba,Global,1,28220251414,2041442006,Hip-Hop
2024-08-25,dirt cheap,cody johnson,Global,113,4742169403,162736544,Rock
2024-08-25,yours,post malone,Global,150,377728655,16284138,Rock
2024-08-25,fortnight,taylor swift featuring post malone,Global,178,4032920539,139400518,Pop
2024-08-25,have the heart,post malone featuring dolly parton,Global,145,946522375,28810454,EDM
2024-08-25,wildflower,billie eilish,Global,15,11427507767,465957938,Pop
2024-08-25,bulletproof,nate smith,Global,127,1670144423,60451462,Hip-Hop
2024-08-25,whiskey whiskey,moneybagg yo featuring morgan wallen,Global,193,62299259220,2624823681,EDM
2024-08-25,goes without saying,post malone featuring brad paisley,Global,170,4711697323,157898767,Pop
2024-08-25,you look like you love me,ella langley featuring riley green,Global,94,1155034281,49368365,Pop
2024-08-25,apple,charli xcx,Global,123,4092532745,198902044,Pop
2024-08-25,missin' you like this,post malone featuring luke combs,Global,37,14190781149,486421409,Hip-Hop
2024-08-25,one of wun,gunna,Global,47,2109563494,105322839,EDM
2024-08-25,hide my gun,post malone featuring hardy,Global,2,7008514203,513472796,EDM
2024-08-25,devil i've been,post malone featuring ernest,Global,49,5046700995,185999790,Pop
2024-08-25,nights like this,the kid laroi,Global,140,3295722308,159967188,EDM
2024-08-25,lunch,billie eilish,Global,16,7020580084,337807075,Pop
2024-08-25,gata only,floyymenor x cris mj,Global,165,75673577000,3020977027,Pop
2024-08-25,band4band,central cee & lil baby,Global,28,335840109,16184887,Pop
2024-08-25,chevrolet,dustin lynch featuring jelly roll,Global,24,270512492,13364300,Pop
2024-08-25,help me,real boston richey,Global,37,13910911843,523656297,Pop
2024-08-25,casual,chappell roan,Global,36,1388833546,63789919,Pop
2024-08-25,lonely road,mgk & jelly roll,Global,61,2028516443,88110017,Rock
2024-08-25,the boy is mine,ariana grande,Global,121,1855658308,69542049,Hip-Hop
2024-08-25,nasty,tinashe,Global,180,3867898913,185094363,Hip-Hop
2024-08-25,hang tight honey,lainey wilson,Global,78,4714367889,145145752,Hip-Hop
2024-08-25,never love you again,post malone featuring sierra ferrell,Global,3,15497918548,1378878519,EDM
2024-08-25,nel,fuerza regida,Global,99,2825517996,140484725,Rock
2024-08-25,la patrulla,peso pluma & neton vega,Global,150,3053025910,130691304,Rock
2024-08-25,wind up missin' you,tucker wetmore,Global,14,7194720849,291298629,EDM
2024-08-25,femininomenon,chappell roan,Global,52,3006685375,135497722,EDM
2024-08-25,m-e-x-i-c-o,post malone featuring billy strings,Global,3,20053329908,1737201373,Hip-Hop
2024-08-25,beautiful as you,thomas rhett,Global,100,1483355171,63371176,EDM
2024-08-25,think i'm in love with you,chris stapleton,Global,193,1495889433,58471385,Pop
2024-08-25,si no quieres no,luis r conriquez x neton vega,Global,30,11116858970,533408503,Pop
2024-08-25,"love you, miss you, mean it",luke bryan,Global,33,18049596765,838177610,Rock
2024-08-25,right about you,post malone,Global,54,1919918459,83001092,EDM
2024-08-25,belong together,mark ambor,Global,128,4411909035,219589260,EDM
2024-08-25,"i love you, i'm sorry",gracie abrams,Global,52,2737071030,121451928,Rock
2024-08-25,pretty slowly,benson boone,Global,48,295128540,10425862,Hip-Hop
2024-08-25,devil is a lie,tommy richman,Global,8,2204638202,209843188,Hip-Hop
2024-08-25,chihiro,billie eilish,Global,71,3680317026,166423111,Hip-Hop
2024-08-25,my kink is karma,chappell roan,Global,36,4560343030,155134753,EDM
2024-08-25,u my everything,sexyy red & drake,Global,194,3809881281,145855189,Hip-Hop
2024-08-25,she's somebody's daughter (reimagined),drew baldridge,Global,126,1488801870,65038546,Hip-Hop
2024-08-25,new woman,lisa featuring rosalia,Global,149,7629475820,283009362,Hip-Hop
